Person Chinese Name,Person Pinyin Name,Person Title,Person Branch,PBSC Chinese Name,PBSC Pinyin Name,Shared Anchor,Anchor Type,Binary Overlap,Episode Pair Count,Total Overlap Years,Max Continuous Overlap Years,Earliest Overlap Start,Latest Overlap End,Years From Last Overlap To 20th CC,Timing Bucket,Person Rank At Overlap,Person Career Stage At Overlap,PBSC Member Rank At Overlap,PBSC Member Career Stage At Overlap,Role Relationship,Context System Tags,Mechanical Confidence,Confidence Rationale,Manual Faction Label,Manual Faction Notes,Weighted Overlap Score,Person Biography Status,Person Episode Count,Person Data Quality,Person Is Baidu Gap,Sample Evidence
殷勇,Yin Yong,"Deputy Secretary of the Beijing Municipal Committee, Secretary of the Party Leadership Group of the Municipal Government, and Mayor",Provincial committee,蔡奇,Cai Qi,北京,province/municipality,1,10,6,6,2018,2023,0,active/after 20th Congress,3,vice-ministerial/provincial deputy,5,national leadership,PBSC member clearly senior at overlap,provincial,High,same province/municipality with sustained or repeated overlapping career episodes,,,13.5,matched_title,12,usable,,"北京 2018-2018: 2018-2018 北京市政府副市长、党组成员 ↔ 蔡奇 2017-2022 中央政治局委员，北京市委书记，北京2022年冬奥会和冬残奥会组织委员会主席、党组书记
北京 2018-2022: 2018-2022 北京市委常委，市政府副市长、党组成员 ↔ 蔡奇 2017-2022 中央政治局委员，北京市委书记，北京2022年冬奥会和冬残奥会组织委员会主席、党组书记
北京 2022-2022: 2018-2022 北京市委常委，市政府副市长、党组成员 ↔ 蔡奇 2022-2023 中央 政治局常委、中央书记处书记，北京2022年冬奥会和冬残奥会组织委员会主席、党组书记
北京 2022-2022: 2022-2022 北京市委副书记，市政府副市长、党组成员 ↔ 蔡奇 2017-2022 中央政治局委员，北京市委书记，北京2022年冬奥会和冬残奥会组织委员会主席、党组书记
北京 2022-2022: 2022-2022 北京市委副书记，市政府副市长、党组成员 ↔ 蔡奇 2022-2023 中央 政治局常委、中央书记处书记，北京2022年冬奥会和冬残奥会组织委员会主席、党组书记"
沈晓明,Shen Xiaoming,Secretary of the Hunan Provincial Party Committee,Provincial committee,丁薛祥,Ding Xuexiang,上海,province/municipality,1,27,26,26,1988,2013,9,medium-term before 20th Congress,3,vice-ministerial/provincial deputy,4,ministerial/provincial chief,PBSC member likely senior at overlap,academia; provincial,High,same province/municipality with sustained or repeated overlapping career episodes,,,47.75,matched_title,29,usable,,"上海 1988-1988: 1988-1991 上海第二医科大学儿科系儿童保健学专业博士研究生学习 ↔ 丁薛祥 1984-1988 上海材料研究所办公室副主任、团委书记
上海 1988-1991: 1988-1991 上海第二医科大学儿科系儿童保健学专业博士研究生学习 ↔ 丁薛祥 1988-1992 上海材料研究所办公室主任、宣传部主任
上海 1991-1992: 1991-1996 上海第二医科大学附属新华医院儿科医学研究所主治医师、副研究员 （其间：1994.03-1996.05 美国纽约爱因斯坦医学院博士后） ↔ 丁薛祥 1988-1992 上海材料研究所办公室主任、宣传部主任
上海 1992-1994: 1991-1996 上海第二医科大学附属新华医院儿科医学研究所主治医师、副研究员 （其间：1994.03-1996.05 美国纽约爱因斯坦医学院博士后） ↔ 丁薛祥 1992-1994 上海材料研究所九室主任 （其间：1993.09-1993.12上海市委党校中青年干部培训班学习）
上海 1994-1996: 1991-1996 上海第二医科大学附属新华医院儿科医学研究所主治医师、副研究员 （其间：1994.03-1996.05 美国纽约爱因斯坦医学院博士后） ↔ 丁薛祥 1994-1996 上海材料研究所副所长 （1989-1994年复旦大学管理学院行政管理专业在职研究生学习，获理学硕士学位）"
沈晓明,Shen Xiaoming,Secretary of the Hunan Provincial Party Committee,Provincial committee,李希,Li Xi,上海,province/municipality,1,6,4,4,2011,2014,8,medium-term before 20th Congress,2,local/department leadership,4,ministerial/provincial chief,PBSC member clearly senior at overlap,provincial,High,same province/municipality with sustained or repeated overlapping career episodes,,,9.5,matched_title,29,usable,,"上海 2011-2013: 2008-2013 上海市政府副市长、上海张江高新技术开发区管委会主任 ↔ 李希 2011-2013 上海市委常委、组织部部长
上海 2013-2013: 2008-2013 上海市政府副市长、上海张江高新技术开发区管委会主任 ↔ 李希 2013-2014 上海市委副书记，中国浦东干部学院理事会副理事长、第一副院长
上海 2013-2013: 2013-2013 上海市政府副市长、浦东新区区委书记 ↔ 李希 2011-2013 上海市委常委、组织部部长
上海 2013-2013: 2013-2013 上海市政府副市长、浦东新区区委书记 ↔ 李希 2013-2014 上海市委副书记，中国浦东干部学院理事会副理事长、第一副院长
上海 2013-2013: 2013-2015 上海市委常委、浦东新区区委书记 ↔ 李希 2011-2013 上海市委常委、组织部部长"
沈晓明,Shen Xiaoming,Secretary of the Hunan Provincial Party Committee,Provincial committee,习近平,Xi Jinping,上海,province/municipality,1,1,1,1,2007,2007,15,older overlap,3,vice-ministerial/provincial deputy,2,local/department leadership,connected individual senior/unclear at overlap,,Medium,same province/municipality with limited overlapping years,,,2.75,matched_title,29,usable,,上海 2007-2007: 2006-2008 上海市科教工作党委副书记，市教委主任 ↔ 习近平 2007-2007 上海市委书记，上海警备区党委第一书记
沈跃跃（女）,Shen Yueyue (Nv),Vice Chairwoman of the Chinese People's Political Consultative Conference; Previous President of the All-China Women's Federation,Central Party apparatus,蔡奇,Cai Qi,浙江,province/municipality,1,2,3,3,1999,2001,21,older overlap,4,ministerial/provincial chief,3,vice-ministerial/provincial deputy,connected individual senior/unclear at overlap,provincial,Medium,same province/municipality with limited overlapping years,,,6.0,matched_title,20,usable,,"浙江 1999-1999: 1998-1999 浙江省委常委、组织部副部长 ↔ 蔡奇 1999-2002 浙江省衢州市委副书记、市长 （1998-2001年 福建师范大学 经济法律学院政治经济学专业博士研究生班学习，获经济学博士学位）
浙江 1999-2001: 1999-2001 浙江省委常委、组织部部长 ↔ 蔡奇 1999-2002 浙江省衢州市委副书记、市长 （1998-2001年 福建师范大学 经济法律学院政治经济学专业博士研究生班学习，获经济学博士学位）"
沈跃跃（女）,Shen Yueyue (Nv),Vice Chairwoman of the Chinese People's Political Consultative Conference; Previous President of the All-China Women's Federation,Central Party apparatus,李强,Li Qiang,浙江,province/municipality,1,30,22,20,1977,2001,21,older overlap,4,ministerial/provincial chief,3,vice-ministerial/provincial deputy,connected individual senior/unclear at overlap,provincial,High,same province/municipality with sustained or repeated overlapping career episodes,,,42.5,matched_title,20,usable,,"浙江 1977-1977: 1977-1978 浙江省宁波市镇安副食品商店职工 ↔ 李强 1976-1977 浙江省瑞安县马屿区机电排灌站职工 （其间：1977.04-1977.10 借调瑞安县路线教育工作队驻江溪公社分队工作）
浙江 1977-1978: 1977-1978 浙江省宁波市镇安副食品商店职工 ↔ 李强 1977-1978 浙江省瑞安县工具三厂职工
浙江 1978-1978: 1978-1980 浙江省宁波师范专科学校数学系学习 ↔ 李强 1977-1978 浙江省瑞安县工具三厂职工
浙江 1982-1983: 1980-1983 浙江省宁波七中教师、团委副书记 ↔ 李强 1982-1983 浙江省瑞安县莘塍区团委负责人
浙江 1983-1983: 1980-1983 浙江省宁波七中教师、团委副书记 ↔ 李强 1983-1984 共青团浙江省瑞安县委干部"
沈跃跃（女）,Shen Yueyue (Nv),Vice Chairwoman of the Chinese People's Political Consultative Conference; Previous President of the All-China Women's Federation,Central Party apparatus,赵乐际,Zhao Leji,中央组织部,central party organ,1,1,2,2,2012,2013,9,medium-term before 20th Congress,4,ministerial/provincial chief,5,national leadership,PBSC member likely senior at overlap,party_center,Medium,same named central organization with limited overlap,,,4.05,matched_title,20,usable,,中央组织部 2012-2013: 2007-2013 中央组织部主持常务工作的副部长 ↔ 赵乐际 2012-2017 中央政治局委员、中央书记处书记，中央组织部部长
王予波,Wang Yubo,"Deputy Secretary of the Yunnan Province Party Committee; Governer of Yunnan Province; Secretary, Party Leadership Group",Provincial committee,赵乐际,Zhao Leji,青海,province/municipality,1,30,25,24,1980,2007,15,older overlap,3,vice-ministerial/provincial deputy,4,ministerial/provincial chief,PBSC member likely senior at overlap,,High,same province/municipality with sustained or repeated overlapping career episodes,Y,Qinghai,52.0,matched_title,23,usable,,"青海 1980-1980: 1979-1980 青海省果洛州大武中学教师 ↔ 赵乐际 1980-1982 青海省商业厅政治处干事，省商业学校教师、校团委书记
青海 1984-1984: 1984-1985 青海省班玛县多贡麻乡团委书记 ↔ 赵乐际 1983-1984 青海省商业厅政治处副主任、厅团委书记
青海 1984-1985: 1984-1985 青海省班玛县多贡麻乡团委书记 ↔ 赵乐际 1984-1986 青海省五金交电化工公司党委书记、经理
青海 1985-1986: 1985-1989 青海省果洛州委党校教师、教育科副科长 ↔ 赵乐际 1984-1986 青海省五金交电化工公司党委书记、经理
青海 1986-1989: 1985-1989 青海省果洛州委党校教师、教育科副科长 ↔ 赵乐际 1986-1991 青海省商业厅副厅长、党委副书记"
王伟中,Wang Weizhong,"Secretary of the CPC Inner Mongolia Autonomous Region Committee, Secretary of the Party Leadership Group and Chairman of the Standing Committee of the Inner Mongolia Autonomous Region People's Congress",Provincial committee,李希,Li Xi,广东,province/municipality,1,9,6,6,2017,2022,0,active/after 20th Congress,4,ministerial/provincial chief,6,top leadership/PBSC,PBSC member clearly senior at overlap,provincial,High,same province/municipality with sustained or repeated overlapping career episodes,Y,Guangdong,18.25,matched_title,24,usable,,"广东 2017-2017: 2017-2017 广东省委常委、深圳市委书记 ↔ 李希 2017-2022 中央政治局委员，广东省委书记
广东 2017-2018: 2017-2018 广东省委常委、深圳市委书记，深圳警备区党委第一书记 ↔ 李希 2017-2022 中央政治局委员，广东省委书记
广东 2018-2021: 2018-2021 广东省委副书记、深圳市委书记，深圳警备区党委第一书记 ↔ 李希 2017-2022 中央政治局委员，广东省委书记
广东 2021-2022: 2021-2022 广东省委副书记，省政府党组书记、副省长、代理省长，深圳市委书记 ↔ 李希 2017-2022 中央政治局委员，广东省委书记
广东 2022-2022: 2021-2022 广东省委副书记，省政府党组书记、副省长、代理省长，深圳市委书记 ↔ 李希 2022-2022 中央政治局常委，中央纪律检查委员会书记，广东省委书记"
王伟中,Wang Weizhong,"Secretary of the CPC Inner Mongolia Autonomous Region Committee, Secretary of the Party Leadership Group and Chairman of the Standing Committee of the Inner Mongolia Autonomous Region People's Congress",Provincial committee,习近平,Xi Jinping,清华大学,university/research,1,1,1,1,1979,1979,43,older overlap,1,education/early career,1,education/early career,near-peer rank at overlap,academia,Low,same university/research anchor is weaker evidence of factional connection,,,0.85,matched_title,24,usable,,清华大学 1979-1979: 1979-1984 清华大学 水利工程系水资源工程专业学习 ↔ 习近平 1975-1979 清华大学化工系基本有机合成专业学习
王健,Wang Jian,Executive Vice Governor of Liaoning,,李希,Li Xi,辽宁,province/municipality,1,6,4,4,2014,2017,5,recent before 20th Congress,2,local/department leadership,5,national leadership,PBSC member clearly senior at overlap,provincial,High,same province/municipality with sustained or repeated overlapping career episodes,,,9.5,matched_title,31,usable,,"辽宁 2014-2015: 2013-2016 辽宁省沈阳市大东区委书记 ↔ 李希 2014-2015 辽宁省委副书记、代省长、省长
辽宁 2015-2016: 2013-2016 辽宁省沈阳市大东区委书记 ↔ 李希 2015-2017 辽宁省委书记、省人大常委会主任
辽宁 2016-2016: 2016-2016 辽宁省沈阳市浑南区委书记、沈阳高新区党工委书记 ↔ 李希 2015-2017 辽宁省委书记、省人大常委会主任
辽宁 2016-2016: 2016-2016 辽宁省沈阳市委常委，浑南区委书记、沈阳高新区党工委书记 ↔ 李希 2015-2017 辽宁省委书记、省人大常委会主任
辽宁 2016-2017: 2016-2018 辽宁省沈阳市委常委、政法委书记 ↔ 李希 2015-2017 辽宁省委书记、省人大常委会主任"
王小洪,Wang Xiaohong,Member of Secretariat of the CPC Central Committee; State Councilor; Member of State Council Secretariat Party Leadership Group; Minister of Public Security; Secretary of Party Leadership Group; Deputy Secretary of Central Political and Legal Affairs Commission; Commissioner General,State Council,蔡奇,Cai Qi,北京,province/municipality,1,7,5,5,2016,2020,2,recent before 20th Congress,4,ministerial/provincial chief,5,national leadership,PBSC member likely senior at overlap,provincial,High,same province/municipality with sustained or repeated overlapping career episodes,,,11.25,matched_title,21,usable,,"北京 2016-2016: 2015-2016 北京市人民政府副市长、党组成员，市公安局局长、党委书记、督察长，市委政法委副书记 ↔ 蔡奇 2016-2017 北京市委副书记、代市长、市长，北京2022年冬奥会和冬残奥会组织委员会执行主席、党组副书记
北京 2016-2017: 2016-2018 公安部副部长、党委委员，北京市副市长、党组成员，北京市公安局局长、党委书记、督察长兼市委政法委副书记 ↔ 蔡奇 2016-2017 北京市委副书记、代市长、市长，北京2022年冬奥会和冬残奥会组织委员会执行主席、党组副书记
北京 2017-2017: 2016-2018 公安部副部长、党委委员，北京市副市长、党组成员，北京市公安局局长、党委书记、督察长兼市委政法委副书记 ↔ 蔡奇 2017-2017 北京市委书记，北京2022年冬奥会和冬残奥会组织委员会主席、党组书记
北京 2017-2018: 2016-2018 公安部副部长、党委委员，北京市副市长、党组成员，北京市公安局局长、党委书记、督察长兼市委政法委副书记 ↔ 蔡奇 2017-2022 中央政治局委员，北京市委书记，北京2022年冬奥会和冬残奥会组织委员会主席、党组书记
北京 2018-2018: 2018-2018 公安部副部长、党委委员，北京市政府党组成员、北京市公安局局长、党委书记、督察长兼市委政法委副书记 ↔ 蔡奇 2017-2022 中央政治局委员，北京市委书记，北京2022年冬奥会和冬残奥会组织委员会主席、党组书记"
